batch,filename,ne0,ne1,ne2,labels
32,msb_000032.msout,483813,1.224649674,1.041732399,1
32,msb_000032.msout,207548,1.003334242,0.995620707,1
32,msb_000032.msout,479763,0.88835538,0.816688986,1
32,msb_000032.msout,307475,1.936155759,2.217130386,2
32,msb_000032.msout,14467,2.052961048,1.865291903,2
32,msb_000032.msout,487327,1.867273626,2.015513149,2
32,msb_000032.msout,15120,1.920702947,1.825512825,2
32,msb_000032.msout,337271,2.118111881,1.953214635,2
32,msb_000032.msout,394390,2.240877427,1.856858456,2
32,msb_000032.msout,226987,1.809782386,2.191512141,2
32,msb_000032.msout,492507,1.79789585,2.245545497,2
32,msb_000032.msout,152805,0.7388155,0.582263798,3
32,msb_000032.msout,174465,0.523410379,0.326064121,3
32,msb_000032.msout,12595,0.610173145,0.505319173,3
32,msb_000032.msout,298437,0.645119652,0.206667082,3
32,msb_000032.msout,240987,0.386150569,0.202466103,3
32,msb_000032.msout,480186,0.610664752,0.445775338,3
32,msb_000032.msout,23875,0.376237779,0.51437249,3
32,msb_000032.msout,398550,0.42469084,0.420539486,3
32,msb_000032.msout,258920,1.743161551,0.38385615,4
32,msb_000032.msout,68753,2.088332689,0.448426846,4
32,msb_000032.msout,420749,2.096880026,0.323340694,4
32,msb_000032.msout,26187,0.526587078,1.866407783,4
32,msb_000032.msout,424751,2.066778586,0.258792296,4
32,msb_000032.msout,124019,2.149183656,0.363445239,4
32,msb_000032.msout,271826,1.802374365,0.32596933,4
32,msb_000032.msout,118054,2.109916286,0.619789126,4
